APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,SH UNITS PER SITE,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
5521006039,18-125041,EMERSON APARTMENTS (FKA MELROSE APARTMENTS),In-Service,NEW CONSTRUCTION,"4760 W MELROSE AVE  Los Angeles, CA 90029",13,1,MELROSE,39,39,SPECIAL NEEDS,Yes,38,11/05/2019,8360000,16370156,0,24730156,2021,"Affirmed Housing Group, Inc.",SOLARI ENTERPRISES,(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),206,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125041&LutSiteCD=1),C-134396,2024-08-05T00:00:00.000,-118.3039,34.08328,POINT (-118.3039 34.08328)
5108021026,13-120914,JUANITA TATE LEGACY TOWERS (RECAP),In-Service,ACQUISITION + REHAB,"4827 S CENTRAL AVE 1-118  Los Angeles, CA 90011",9,1,VERNON CENTRAL,118,118,SENIORS,No,0,12/22/2014,0,14005346,10291153,24296499,2016,"CP Preservation Housing, LLC",CONCERNED CITIZENS OF SOUTH CENTRAL LOS ANGELES,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),92,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-120914&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.25668,33.99988,POINT (-118.25668 33.99988)
7417012905,09-117267,DANA STRAND SR. APTS.,In-Service,NEW CONSTRUCTION,"410 N HAWAIIAN AVE 1-100  Wilmington, CA 90744",15,1,WILMINGTON,100,100,SENIORS,No,0,08/09/2010,3840000,8320832,10147212,22308044,2011,ROEM DEVELOPMENT CORP.,"FPI MANAGEMENT, INC",(916) 357-5300,click here (http://hcidapp.lacity.org/mpphotos/09-117267/Photo/Website/danastrand111611_008-.png),236,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117267&LutSiteCD=1),C-117705,2024-08-05T00:00:00.000,-118.27616,33.7736,POINT (-118.27616 33.7736)
5148012005,70043,JAMES M. WOOD,In-Service,NEW CONSTRUCTION,"408 E 5TH ST  Los Angeles, CA 90013",14,1,WHOLESALE DISTRICT,53,53,SPECIAL NEEDS,Yes,52,10/19/2007,4160000,10555970,0,14715970,2009,Single Room Occupancy Housing  Corp. (SRO),JOSEPH CORCORAN,(213) 229-9640 x33,click here (http://hcidapp.lacity.org/mpphotos/070043/Photo/Website/James%20M%20Wood%20HIMS%20070043_Picture.png),132,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070043&LutSiteCD=1),C-112508,2024-08-05T00:00:00.000,-118.24474,34.04439,POINT (-118.24474 34.04439)
5501018035,14-121629,BEVERLY TERRACE,In-Service,NEW CONSTRUCTION,"3322 W BEVERLY BLVD  LOS ANGELES, CA 90004",13,1,WILSHIRE CENTER,40,40,SPECIAL NEEDS,Yes,39,12/18/2015,7332409,14093153,951500,22377062,2018,A Community of Friends,BARKER MANAGEMENT INC.,(714) 971-5333 x450,click here (http://hcidapp.lacity.org/mpphotos/14-121629/Photo/Website/150_2873.png),211,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121629&LutSiteCD=1),C-125957,2024-08-05T00:00:00.000,-118.28506,34.07304,POINT (-118.28506 34.07304)
4229002901,19-126547,THATCHER YARD HOUSING,Development,NEW CONSTRUCTION,"3233 S THATCHER AVE  Marina Del Rey, CA 90292",11,1,VENICE,98,98,SPECIAL NEEDS,Yes,49,11/04/2021,13580000,50409058,0,63989058,Development,"Thomas Safran & Associates Development, Inc.",THOMAS SAFRAN & ASSOCIATES INC.,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),580,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126547&LutSiteCD=1),"C-139296,C-144644",2024-08-05T00:00:00.000,-118.44771,33.98571,POINT (-118.44771 33.98571)
6066019011,05-117217,LEXINGTON APARTMENTS A/B (SITE 9),In-Service,REHAB,"10607 S KALMIA ST  Los Angeles, CA 90002",15,9,WATTS,0,251,FAMILY,No,0,12/28/2005,0,6771719,10247566,17019285,2006,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117217&LutSiteCD=9),,2024-08-05T00:00:00.000,-118.23181,33.93947,POINT (-118.23181 33.93947)
5538017028,07-117233,HDR I & II (SITE 6),In-Service,REHAB,"811 N HELIOTROPE DR  Los Angeles, CA 90029",13,6,EAST HOLLYWOOD,15,125,FAMILY,No,0,07/01/2007,0,8116043,6787000,14903043,2008,"Spruce DEV LA, LLC",PK MANAGEMENT,(216) 472-1870,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117233&LutSiteCD=6),,2024-08-05T00:00:00.000,-118.29512,34.08628,POINT (-118.29512 34.08628)
5520006015,70167,ROSEWOOD GARDENS,In-Service,NEW CONSTRUCTION,"502 N BERENDO ST  Los Angeles, CA 90004",13,1,MELROSE,54,54,SENIORS,No,0,03/20/2008,4123640,18371699,0,22495339,2010,"LOS ANGELES HOUSING PARTNERSHIP,",THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/070167/Photo/Website/CD%2013%20-%20Rosewood%20Gardens.JPG),172,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070167&LutSiteCD=1),"C-113119,C-113198",2024-08-05T00:00:00.000,-118.2939,34.07944,POINT (-118.2939 34.07944)
6039016029,15-122886,E. VICTOR VILLA,In-Service,ACQUISITION + REHAB,"555 W 92ND ST 1-46  Los Angeles, CA 90044",8,1,VERMONT VISTA,46,46,SENIORS,No,0,06/16/2016,0,5947360,4273000,10220360,2017,Abode Communities,ABODE COMMUNITIES (PROP MGMT DIVISION),(213) 629-0720,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122886&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.28397,33.95296,POINT (-118.28397 33.95296)
2644025254,70022,CANTABRIA SENIOR APTS.,In-Service,NEW CONSTRUCTION,"9640 N VAN NUYS BLVD  Panorama City, CA 91402",6,1,PANORAMA CITY,81,81,SENIORS,No,0,10/25/2007,7561160,23323383,0,30884543,2008,Meta Housing Corporation,"WESTERN SENIORS HOUSING, INC.",(949) 748-8201,click here (http://hcidapp.lacity.org/mpphotos/070022/Photo/Website/CD%207%20-%20Cantabria%20Sr.%20Apts..jpg),188,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070022&LutSiteCD=1),C-112528,2024-08-05T00:00:00.000,-118.44969,34.2457,POINT (-118.44969 34.2457)
5056030010,06-117222,WINDWARD APTS (A/B) (SITE 2),In-Service,REHAB,"1514 W 20TH ST  Los Angeles, CA 90007",1,2,WEST ADAMS,18,232,FAMILY,No,0,04/01/2006,0,7438473,4641342,12079815,2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=2),,2024-08-05T00:00:00.000,-118.28932,34.038,POINT (-118.28932 34.038)
2216034019,80055,IVY TERRACE  AKA THREE COURTYARDS APTS.,In-Service,NEW CONSTRUCTION,"13751 W SHERMAN WAY 1-52  Van Nuys, CA 91405",2,1,VALLEY GLEN,52,52,LARGE FAMILY / WAIVER REQUIRED,No,0,11/18/2008,7762524,16182763,0,23945287,2010,Abode Communities (formerly LACDC),DESIGN CENTER HOUSING SERVICES,(310) 518-5398,click here (http://hcidapp.lacity.org/mpphotos/080055/Photo/Website/080055.JPG),205,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080055&LutSiteCD=1),C-114807,2024-08-05T00:00:00.000,-118.4329,34.20226,POINT (-118.4329 34.20226)
5115019033,11-117837,DUNBAR VILLAGE,In-Service,ACQUISITION + REHAB,"4225 S CENTRAL AVE  Los Angeles, CA 90011",9,1,VERNON CENTRAL,41,83,FAMILY,No,0,07/06/2011,12019660,17563532,0,29583192,2013,THOMAS SAFRAN & ASSOCIATES,THOMAS SAFRAN & ASSOCIATES,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/11-117837/Photo/Website/Dunbar%20Village.JPG),215,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117837&LutSiteCD=1),"C-119063,C-123799",2024-08-05T00:00:00.000,-118.25669,34.00695,POINT (-118.25669 34.00695)
5155031031,16-123325,NEW PARK PLACE (RECAP),In-Service,ACQUISITION + REHAB,"2500 W 4TH ST  Los Angeles, CA 90057",1,1,WESTLAKE,49,49,FAMILY,No,0,12/20/2016,0,4638956,1070000,5708956,2017,Abode Communities,ABODE COMMUNITIES,(213) 225-2708,click here (http://hcidapp.lacity.org/mpphotos/16-123325/Photo/Website/2500%20W%204th%20St.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123325&LutSiteCD=1),C-128746,2024-08-05T00:00:00.000,-118.27749,34.06422,POINT (-118.27749 34.06422)
5542028022,05-117217,LEXINGTON APARTMENTS A/B (SITE 4),In-Service,REHAB,"4612 W LEXINGTON AVE  Los Angeles, CA 90029",13,4,EAST HOLLYWOOD,0,251,FAMILY,No,0,12/28/2005,0,6771719,10247566,17019285,2006,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117217&LutSiteCD=4),,2024-08-05T00:00:00.000,-118.29014,34.09333,POINT (-118.29014 34.09333)
5019025048,15-122043,GILBERT LINDSAY RECAP,In-Service,ACQUISITION + REHAB,"601 W 40TH PL  Los Angeles, CA 90037",9,1,WEST VERNON,137,137,FAMILY,No,0,07/11/2017,0,43361977.2,0,43361977.2,2019,THOMAS SAFRAN & ASSOCIATES,THOMAS SAFRAN & ASSOCIATES,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122043&LutSiteCD=1),C-129630,2024-08-05T00:00:00.000,-118.28422,34.01069,POINT (-118.28422 34.01069)
5019023028,09-117207,STOVALL VILLAS,In-Service,NEW CONSTRUCTION,"4057 S FIGUEROA ST  Los Angeles, CA 90037",9,1,WEST VERNON,32,32,SENIORS,No,0,09/23/2009,4230942,4868100,0,9099042,2011,"Laurel Place West Hollywood, Inc.",HDSI MANAGEMENT INC.,(323) 231-1104,click here (http://hcidapp.lacity.org/mpphotos/09-117207/Photo/Website/Stovall%20villas.jpg),85,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117207&LutSiteCD=1),C-116059,2024-08-05T00:00:00.000,-118.28296,34.01038,POINT (-118.28296 34.01038)
5114014007,14-121652,FLORENCE MILLS (SITE 2),In-Service,NEW CONSTRUCTION,"1046 E 35TH ST  LOS ANGELES, CA 90011",9,2,CENTRAL,0,74,SPECIAL NEEDS,Yes,0,12/17/2018,9389115.63,36081992,0,45471107.63,2021,Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),226,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121652&LutSiteCD=2),C-129358,2024-08-05T00:00:00.000,-118.25723,34.01161,POINT (-118.25723 34.01161)
4365008904,18-124751,BUILDING 208,In-Service,ACQUISITION + REHAB,"11301 WILSHIRE BLVD  #208  LOS ANGELES, CA 90073",11,1,NULL,54,54,SPECIAL NEEDS,Yes,53,06/09/2020,11660000,21534859,5250000,38444859,2023,"Veterans Housing Partnership, LLC","STEP UP ON SECOND, INC.",(310) 576-1308,click here (http://hcidapp.lacity.org/mpphotos/18-124751/Photo/Website/Building%20208.JPG),256,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124751&LutSiteCD=1),C-135752,2024-08-05T00:00:00.000,-118.4644266,34.065038,POINT (-118.4644266 34.065038)
6030011028,05-117193,LEEWARD APTS. (SITE 14),In-Service,REHAB,"8318 S MAIN ST  Los Angeles, CA 90003",9,14,FLORENCE-FIRESTONE,0,257,FAMILY,No,0,05/02/2005,0,7103994,10208936,17312930,2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=14),,2024-08-05T00:00:00.000,-118.27371,33.96322,POINT (-118.27371 33.96322)
5153028014,21-128639,MIRAMAR GOLD,Development,NEW CONSTRUCTION,1434 W MIRAMAR ST CA 90026,1,1,TEMPLE-BEAUDRY,94,94,FAMILY,Yes,47,10/11/2022,13806150,39514776,0,53320926,Development,West Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=21-128639&LutSiteCD=1),C-141499,2024-08-05T00:00:00.000,-118.26221,34.05977,POINT (-118.26221 34.05977)
6073004030,10342,"TRI CITY APTS (AVALON, MARIPOSA, ROCKVIEW)",In-Service,N/A,"10803 S AVALON BLVD  Los Angeles, CA 90061",8,1,CENTURY PALMS/COVE,42,42,LARGE FAMILY / WAIVER REQUIRED,No,0,04/15/2002,2655000,0,0,2655000,2003,"CORRIDOR ECONOMIC DEV. CORP.,",BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=010342&LutSiteCD=1),"C-100782,C-100783",2024-08-05T00:00:00.000,-118.26536,33.93811,POINT (-118.26536 33.93811)
5076019031,10-104715,MENLO FAMILY HOUSING,In-Service,NEW CONSTRUCTION,"1230 S MENLO AVE  Los Angeles, CA 90006",1,1,PICO-UNION,60,60,FAMILY,Yes,30,05/01/2011,6309887,19253250,0,25563137,2013,"Menlo Family Housing, L.P",LTSC CDC PROPERTY MANAGEMENT,(213) 473-3021,click here (http://hcidapp.lacity.org/mpphotos/10-104715/Photo/Website/10-104715.JPG),202,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-104715&LutSiteCD=1),C-118815,2024-08-05T00:00:00.000,-118.29051,34.04815,POINT (-118.29051 34.04815)
5534015018,13-119154,HOLLYWOODLAND (SITE 2),In-Service,ACQUISITION + REHAB,"1222 N GOWER ST  HOLLYWOOD, CA 90038",13,2,HOLLYWOOD,8,82,SENIORS,No,0,11/21/2013,0,7946357,10500000,18446357,2014,Steele Properties LLC,"MONROE GROUP, LRD",(303) 322-8888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),53,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119154&LutSiteCD=2),,2024-08-05T00:00:00.000,-118.32212,34.09322,POINT (-118.32212 34.09322)
6032013906,19-125937,VERMONT MANCHESTER SENIOR,Development,NEW CONSTRUCTION,"8505 EVERMONT PL  LOS ANGELES, CA 90044",8,1,VERMONT VISTA,62,62,SPECIAL NEEDS,Yes,60,06/03/2022,24800000,0,0,24800000,Development,BRIDGE Housing Corporation,THE JOHN STEWART COMPANY,(213) 787-1860 x700,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),422,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125937&LutSiteCD=1),C-140348,2024-08-05T00:00:00.000,-118.29134,33.96105,POINT (-118.29134 33.96105)
5546009043,30165,ENCORE HALL,In-Service,NEW CONSTRUCTION,"1602 N IVAR AVE 1-104  HOLLYWOOD, CA 90028",13,1,HOLLYWOOD,104,104,SENIORS,No,0,10/27/2005,1700000,16928000,2040000,20668000,2007,"COMMUNITY REDEVELOPMENT AGENCY, LA","MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.",(314) 335-2754,click here (http://hcidapp.lacity.org/mpphotos/030165/Photo/Website/CD%2013%20-%20Encore%20Hall.JPG),125,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030165&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.32793,34.09998,POINT (-118.32793 34.09998)
5051005901,18-124669,ADAMS TERRACE,In-Service,N/A,"4314 W ADAMS BLVD  Los Angeles, CA 90018",10,1,WELLINGTON SQUARE,38,86,N/A,Yes,19,11/25/2020,12000000,42345241,5991700,60336941,2022,Abode Communities,ABODE COMMUNITIES,(213) 629-2702,click here (http://hcidapp.lacity.org/mpphotos/18-124669/Photo/Website/Adams%20Terrace.JPG),572,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124669&LutSiteCD=1),"C-137407,C-137420",2024-08-05T00:00:00.000,-118.33225,34.03238,POINT (-118.33225 34.03238)
2138005006,50030,HART VILLAGE,In-Service,NEW CONSTRUCTION,"6941 N OWENSMOUTH AVE  Canoga Park, CA 91303",3,1,CANOGA PARK,47,47,LARGE FAMILY / WAIVER REQUIRED,No,0,02/22/2006,2538000,16109027,0,18647027,2008,Abode Communities previously known as LA COMMUNITY DESIGN CENTER,ABODE COMMUNITIES,(213) 225-2770,click here (http://hcidapp.lacity.org/mpphotos/050030/Photo/Website/CD%203%20-%20Hart%20Village.jpg),117,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050030&LutSiteCD=1),C-109532,2024-08-05T00:00:00.000,-118.60179,34.19676,POINT (-118.60179 34.19676)
5474022011,12-118878,EAGLE VISTA (AKA TEAGUE TERRACE),In-Service,NEW CONSTRUCTION,"4260 N EAGLE ROCK BLVD  Los Angeles, CA 90041",1,1,GLASSELL PARK,56,56,SPECIAL NEEDS,No,0,05/13/2013,1773961,15806726,0,17580687,2015,Women Organizing Resources Knowledge & Services,SOLARI ENTERPRISES INC.,(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/12-118878/Photo/Website/150_2830.png),159,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118878&LutSiteCD=1),C-122133,2024-08-05T00:00:00.000,-118.22342,34.12243,POINT (-118.22342 34.12243)
5052001038,11-117798,JEFFERSON BLVD & FIFTH AVE. APARTMENTS,In-Service,NEW CONSTRUCTION,"2425 W JEFFERSON BLVD  Los Angeles, CA 90018",10,1,JEFFERSON PARK,40,40,FAMILY,No,0,05/24/2012,3250000,13946974,0,17196974,2013,"New Urban Partners, LLC","THOMAS SAFRAN & ASSOCIATES, INC",(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/11-117798/Photo/Website/Jefferson%20blvd%20fifth%20ave.png),121,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117798&LutSiteCD=1),C-120445,2024-08-05T00:00:00.000,-118.32204,34.02575,POINT (-118.32204 34.02575)
5154003009,80009,MIRAMAR VILLAGE,In-Service,NEW CONSTRUCTION,"240 S WESTLAKE AVE  Los Angeles, CA 90057",1,1,TEMPLE-BEAUDRY,114,114,FAMILY,No,0,11/12/2008,11569040,29891944,0,41460984,2010,"ENHANCED AFFORDABLE DEV CO., LLC",BUCKINGHAM PROPERTY MANAGEMENT,(559) 452-8250,click here (http://hcidapp.lacity.org/mpphotos/080009/Photo/Website/CD%2013%20-%20Miramar%20Village.JPG),336,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080009&LutSiteCD=1),C-114785,2024-08-05T00:00:00.000,-118.26927,34.06363,POINT (-118.26927 34.06363)
5445031954,18-125458,PARQUE VISTA - 2851 E. CHAUCER ST.,In-Service,NEW CONSTRUCTION,"2581 N CHAUCER ST  LOS ANGELES, CA 90031",1,1,ATWATER VILLAGE,42,42,FAMILY,No,0,04/01/2020,4920051,20979603,0,25899654,2021,McCormack Baron Salazar,"MCCORMACK BARON MANAGEMENT, INC.",(213) 236-2694,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125458&LutSiteCD=1),"C-135344,C-135345",2024-08-05T00:00:00.000,-118.23321,34.09572,POINT (-118.23321 34.09572)
5037015030,15-122535,ROLLAND CURTIS EAST,In-Service,NEW CONSTRUCTION,"1077 W 38TH ST  LOS ANGELES, CA 90037",8,1,EXPOSITION PARK,70,70,FAMILY,No,0,04/19/2017,2680480,33786317,0,36466797,2019,Abode Communities,ABODE COMMUNITIES,(213) 629-2702,click here (http://hcidapp.lacity.org/mpphotos/15-122535/Photo/Website/028.JPG),283,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122535&LutSiteCD=1),C-133084,2024-08-05T00:00:00.000,-118.29438,34.01803,POINT (-118.29438 34.01803)
6132026030,18-125515,THE DAHLIA (FKA SOUTH MAIN STREET APARTMENTS),In-Service,NEW CONSTRUCTION,"12003 S MAIN ST  Los Angeles, CA 90061",15,1,CENTURY PALMS/COVE,56,56,SPECIAL NEEDS,Yes,55,06/01/2020,12000000,10337119,5944538,28281657,2022,"Affirmed Housing Group, Inc.",SOLARI ENTERPRISES,(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),300,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125515&LutSiteCD=1),C-135635,2024-08-05T00:00:00.000,-118.27421,33.92336,POINT (-118.27421 33.92336)
5502031011,14-121509,WILSHIRE TOWERS,In-Service,ACQUISITION + REHAB,"616 S NORMANDIE AVE  Los Angeles, CA 90005",10,1,KOREATOWN,283,283,SENIORS,No,0,03/12/2015,0,52443992,0,52443992,2017,Thomas Safran & Associates Inc,THOMAS SAFRAN & ASSOCIATES,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121509&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.30016,34.06308,POINT (-118.30016 34.06308)
5124015902,14-121653,NORWOOD LEARNING VILLAGE,In-Service,NEW CONSTRUCTION,"2009 S OAK ST  Los Angeles, CA 90007",1,1,UNIVERSITY PARK,29,29,FAMILY,No,0,03/16/2016,2179360,17377723,0,19557083,2017,"Thomas Safran & Associates Development, Inc",THOMAS SAFRAN & ASSOCIATES INC,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/14-121653/Photo/Website/Norwood%20Learning%20Center.jpg),100,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121653&LutSiteCD=1),C-127237,2024-08-05T00:00:00.000,-118.27903,34.03517,POINT (-118.27903 34.03517)
5188016034,20-127586,WHITTIER HHH (FKA WHITTIER PSH),In-Service,NEW CONSTRUCTION,3552 E WHITTIER BLVD CA 90023,14,1,BOYLE HEIGHTS,64,64,SPECIAL NEEDS,Yes,63,06/16/2022,6125000,0,0,6125000,2024,Mercy Housing Calwest,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=20-127586&LutSiteCD=1),C-140408,2024-08-05T00:00:00.000,-118.19715,34.02586,POINT (-118.19715 34.02586)
2654020034,19-126541,MY ANGEL (FKA THE ANGEL),In-Service,NEW CONSTRUCTION,"8547 N SEPULVEDA BLVD  North Hills, CA 91343",6,1,NORTH HILLS,54,54,SPECIAL NEEDS,Yes,53,02/16/2022,5565000,0,0,5565000,2023,LA Family Housing,BARKER MANAGEMENT INC.,(714) 920-1125,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),280,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126541&LutSiteCD=1),C-139903,2024-08-05T00:00:00.000,-118.468,34.22607,POINT (-118.468 34.22607)
5143013029,06-117195,CONCORD APARTMENTS (GRP. A & B),In-Service,REHAB,"1348 W INGRAHAM ST  Los Angeles, CA 90017",1,1,WESTLAKE,51,232,FAMILY,No,0,07/31/2006,0,7334438,8579256,15913694,2008,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/06-117195/Photo/Website/BONDS%20Concord%20A%20&%20B.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117195&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.2687,34.05363,POINT (-118.2687 34.05363)
7413012938,13-119184,HARBOR VILLAGE APARTMENTS,In-Service,ACQUISITION + REHAB,"981 W HARBOR VILLAGE DR  Harbor City, CA 90710",15,1,HARBOR CITY,400,400,FAMILY,No,0,08/15/2013,0,23791743,41877000,65668743,2014,"RELATED COMPANIES OF CALIFORNIA,",RELATED MANAGEMENT COMPANY,(949) 660-7272,click here (http://hcidapp.lacity.org/mpphotos/13-119184/Photo/Website/Harbor%20Village%20Aprts.png),253,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119184&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.2925,33.79269,POINT (-118.2925 33.79269)
